"","ln_Total_spend","age","lninc","creddebt","lncreddebt","carvalue","longmon","cardmon","region","gender","edcat","reason","card","card2","internet"
"35",6.46873855796258,53,4.95,6.37150000000001,544.05,-1,3.4,22.25,"3","0","5","9","4","1","3"
"36",6.64229121509679,36,3.81,0.89,16,21.2,6.75,0,"4","0","2","1","4","1","3"
"37",6.88177058201014,47,4.92,3.3,478,72,22.05,28.25,"3","0","5","1","1","4","3"
"38",5.57116495004136,75,2.56,0.1,306,4.9,19.8,14,"5","0","1","9","4","2","0"
"39",4.89114579469077,49,4.29,1.44,395,33.9,7,0,"2","1","5","9","4","2","4"
"40",6.08463607799578,59,4.14,0.59,52,36.2,13,9,"1","1","2","9","4","3","2"
"41",6.33579865521192,55,3.91,1.09,367,31.8,9.3,42,"1","1","2","9","1","3","0"
"42",6.32507555144816,25,3.91,1.22,379,-1,14.45,26.5,"5","0","2","9","4","2","2"
"43",5.96903998554428,76,3.33,1.64,408,15.8,5,10.75,"5","0","1","2","2","5","0"
"44",5.86135586176096,48,3.14,2.05,431,9.3,6.5,15.75,"1","1","1","9","5","3","1"
"45",6.15347709841796,47,4.32,0.1,228,46.1,6.15,13.75,"5","0","4","1","1","4","0"
"46",6.42498246965818,75,3.33,0.39,93,13.8,4.3,0,"5","0","1","9","1","3","0"
"47",6.26533923482855,43,3.5,2.12,434,17.2,6.65,0,"3","1","4","9","4","1","0"
"48",5.82440591697994,45,3.78,0.99,16,30.9,16.15,28.25,"5","0","1","9","3","2","0"
"49",5.65515229768813,21,3.43,0.77,26,16,4.75,0,"5","0","3","9","4","3","1"
"50",7.04328784575436,53,4.99,6.37150000000001,544.05,72,13.35,13.75,"2","0","5","9","4","2","3"
"51",5.87214595809276,30,3.89,0.19,164,28.8,4.05,0,"3","1","2","9","2","3","0"
"52",4.89114579469077,58,2.71,0.1,243,9.2,16.55,30.75,"2","1","4","9","3","4","2"
"53",5.84533990562585,35,2.83,0.25,137,11.4,12.9,10,"2","0","1","9","4","3","0"
"54",5.68296733494228,48,4.42,4.82,516,36,5.6,33,"3","1","2","3","4","3","4"
"55",6.15850324703742,57,4.41,1.12,370,53.2,5.75,0,"3","1","3","2","3","5","2"
"56",6.67731013580641,61,4.13,0.54,62,-1,5.6,12.75,"4","1","5","9","1","4","0"
"57",6.92732258447467,56,4.93,4.47,509,67.8,22.05,32.25,"5","1","4","9","4","1","2"
"58",6.56156800382435,29,3.56,1.08,367,16.8,17.05,14.75,"2","1","4","9","3","2","1"
"59",6.12876694554407,68,3.56,0.74,30,13.9,17.7,25.5,"4","1","1","9","1","2","0"
"60",6.38490767998882,22,3,0.28,127,-1,7.2,0,"5","0","3","9","4","1","4"
"61",5.5092263801939,46,3.22,0.48,74,13.4,9.2,0,"2","1","1","1","2","1","0"
"62",5.65122522391752,24,3.5,0.43,85,16.8,5.95,0,"4","0","4","1","4","3","4"
"63",5.69305851129323,76,3.47,3.17,474,14.8,6.75,16.5,"3","1","3","9","2","3","0"
"64",5.91606728263554,73,2.77,0.3,121,7,19.1,28.5,"2","0","1","2","1","3","0"
"65",6.25525087688421,26,4.16,0.39,94,27.3,2.9,0,"4","1","5","1","4","3","1"
"66",6.66576014798257,44,3.43,2.11,433,13.5,12.25,27,"2","1","3","2","1","3","0"
"67",5.90963065288385,30,2.89,0.8,22,10.2,3.2,0,"5","0","2","9","2","4","0"
"68",6.06661840070841,44,3.71,0.15,189,16.4,5.7,0,"1","0","1","9","2","3","0"
"69",6.45423898359385,21,3.09,0.28,129,11.5,4.55,0,"3","1","2","2","5","3","0"
"70",4.89114579469077,62,2.64,0.58,55,5.1,36.7575,38.25,"3","1","1","9","2","3","0"
"71",6.16156590718464,33,4.41,3.75,491,58.4,4.45,0,"4","0","2","9","1","4","0"
"72",6.29554271591819,65,4.51,0.1,234,53.9,22,19,"2","0","4","2","1","4","4"
"73",6.81745851100098,38,4.3,0.7,36,36.5,14.1,0,"3","0","3","9","1","2","0"
"74",5.41618928714293,34,3.83,0.36,103,17.5,10.8,0,"4","1","3","9","1","4","1"
"75",6.02605919187248,76,2.64,0.31,118,8,35.8,42,"2","0","5","9","4","3","1"
"76",6.72783882760203,47,4.22,5.4,528,40.5,7.95,0,"5","1","1","9","2","3","0"
"77",7.04328784575436,60,4.62,1.5,399,39.7,10.1,18,"3","1","4","9","1","3","4"
"78",5.92772570614097,61,4.8,4.09,500,67.7,9.5,21.75,"3","1","4","9","2","4","0"
"79",4.89114579469077,76,2.94,0.87,16,9.8,5.05,0,"4","1","1","9","3","2","0"
"80",6.63040630240348,21,3.4,1.23,379,9.9,4.7,0,"5","1","3","9","4","2","2"
"81",5.93502646200428,31,3.76,0.71,35,28.5,4.3,27,"3","1","4","9","4","2","2"
"82",5.98966292516135,74,2.89,0.1,280,11,14.8,15.25,"1","0","1","2","5","1","0"
"83",6.10991402730753,27,3.74,1.37,391,17.8,15.65,17.75,"4","1","5","2","4","2","4"
"84",6.80900619291196,64,4.99,6.37150000000001,544.05,72,36.7575,24.25,"1","0","1","9","1","2","1"
"85",4.89114579469077,72,3.4,0.18,174,12.8,12.4,0,"5","0","4","9","2","4","2"
"86",6.40317676797661,66,4.56,6.37150000000001,544.05,44.1,24.55,34,"4","0","3","9","2","3","1"
"87",7.04328784575436,55,4.96,6.37150000000001,544.05,72,18.5,24,"3","0","3","9","1","4","1"
"88",5.34319512532612,20,3.22,0.91,16,14.7,3.65,34,"5","1","3","9","4","2","2"
"89",6.73237755786259,59,4.22,2.15,435,34.2,19.95,31.75,"3","0","4","9","4","1","3"
"90",6.22090821097067,69,4.36,6.37150000000001,544.05,-1,36.7575,33.5,"3","1","1","9","4","3","0"
"91",5.22864569329872,43,3.64,0.45,79,18.2,6.6,0,"1","1","2","4","3","5","0"
"92",6.39561212098231,62,4.03,2.45,449,18,10.45,24.25,"3","0","3","9","4","1","0"
"93",6.19593483315657,32,4.17,4.13,501,36.7,3.7,0,"5","0","2","9","3","4","3"
"94",5.9823733470962,76,2.83,0.63,47,9.6,15.35,13,"3","0","1","9","2","1","0"
"95",6.30960913953898,64,4.13,0.42,86,31.9,36.7575,42,"3","0","3","9","1","3","0"
"96",5.90066418278149,75,2.56,0.23,149,5.7,11.45,15.25,"1","0","1","9","2","1","0"
"97",6.87817197644046,74,4.68,4.55,511,39.8,22.65,32.75,"1","0","4","9","4","2","2"
"98",5.0969964597443,20,2.94,0.28,127,7.6,2.9,0,"2","1","3","9","4","2","3"
"99",5.95280167833059,65,3.26,0.71,35,15.2,36.7575,31.75,"3","0","3","2","2","1","1"
"100",6.01920130207958,66,3.04,1.71,413,-1,10.2,24,"1","1","3","9","5","3","0"
"101",6.29830565744376,45,4.41,1.91,423,50.5,2.9,9.25,"4","1","4","9","2","1","4"
"102",6.60209930609346,44,4.09,2.21,438,35.5,32.3,14.5,"2","1","2","2","3","4","0"
"103",6.03984986743444,59,4.61,1.86,421,57.1,20,24,"5","1","1","4","2","3","0"
"104",6.79754971166111,38,4.39,4.33,505,30.6,2.9,0,"1","1","3","9","4","1","0"
"105",7.04328784575436,65,3.53,2.52,451,15.2,6.4,20.5,"2","0","2","9","1","4","2"
"106",6.09293751603862,26,3.14,0.62,48,14.8,5.15,0,"1","1","3","9","3","2","2"
"107",5.59005370932786,70,4.67,1.19,377,54.2,12.75,0,"1","0","3","9","5","3","1"
"108",6.13083510855579,65,4.19,2.61,455,31.5,22.5,32.75,"5","1","4","9","4","1","2"
"109",6.75343791859778,61,4.67,1.89,423,44.1,11.6,8.75,"5","1","1","9","1","2","0"
"110",6.73771400984998,63,4.23,1.34,388,53.2,7.8,10,"3","0","2","9","4","2","3"
"111",6.75221196322079,70,4.99,1.37,390,-1,28.8,12,"1","1","1","9","1","3","0"
"112",6.28433936389586,64,3.33,1.3,385,13.1,23.6,16.25,"4","0","5","9","4","1","4"
"113",5.79225112264381,56,3.43,0.18,174,18.1,10.1,15,"5","1","2","9","4","3","0"
"114",6.19434416474058,43,3.47,1.23,380,18.3,5.25,0,"2","0","2","9","4","3","0"
"115",6.00687026725783,53,4.41,0.84,17,45.6,16.3,9,"1","0","1","9","3","2","0"
"116",5.68792405872174,36,3.99,0.76,27,31.1,3.8,17.75,"4","1","2","9","3","1","0"
"117",5.41378661635415,52,3.74,0.48,74,17.8,36.7575,22.25,"1","1","1","3","2","3","0"
"118",5.66756790518855,44,4.06,0.9,16,32.5,5.9,0,"4","0","4","9","2","3","2"
"119",6.01725411879428,48,4.29,1.72,413,30.8,30.1,42,"1","1","2","9","3","2","4"
"120",6.49549211637297,60,3.58,1.26,382,18.4,6.4,0,"4","0","4","2","2","1","4"
"121",5.35323159742543,67,3.93,1.19,376,33.2,26.1,23.25,"1","1","4","1","2","3","2"
"122",6.09735492236541,76,3.3,0.3,121,6.7,28.45,31,"4","0","3","9","2","3","0"
"123",4.89114579469077,72,3.58,0.88,16,-1,13.6,0,"4","0","1","1","2","3","0"
"124",5.09705760873383,44,4.08,0.98,16,-1,8.45,12.75,"3","1","4","9","3","4","1"
"125",6.17655310555293,75,3.71,2.39,446,17.4,8.9,37.5,"5","0","4","9","4","2","0"
"126",6.37750895497654,76,4.08,0.53,64,28.4,18.45,28,"5","0","2","9","2","4","1"
"127",5.95069463456477,55,4.85,2.28,442,72,18.15,13.25,"3","0","5","9","2","3","2"
"128",6.27270718080584,29,3.99,1.2,377,22.8,11.5,0,"2","0","3","9","4","1","3"
"129",6.15714846274891,43,3.78,1.94,426,18,5.45,40.75,"2","1","1","9","3","2","0"
"130",4.89114579469077,20,2.71,0.52,66,6.1,4.05,0,"3","0","2","9","2","3","0"
"131",5.36039974884458,28,2.83,0.13,204,7.9,6.95,15.75,"2","0","3","4","3","1","0"
"132",6.97188434130289,70,4.08,0.1,276,20.1,9.7,42,"4","0","3","9","2","1","2"
"133",7.04328784575436,43,4.04,4.44,508,25.6,4.6,0,"4","0","2","2","3","1","0"
"134",6.24375905051388,56,3.37,0.78,25,11.6,5.95,10.5,"4","0","2","9","2","5","0"
"135",5.40218176357832,66,2.56,1.13,371,5.8,8.8,0,"3","0","3","2","2","5","0"
"136",5.19777854116942,73,2.56,0.68,38,5.1,14.6,41.25,"2","0","4","1","4","1","3"
"137",6.0272177168138,26,4.44,2.67,457,35.7,5.8,12.25,"2","0","2","9","2","4","0"
"138",6.64672812019029,54,3.22,0.71,34,13.1,3.9,26.25,"1","0","1","2","3","1","0"
"139",5.87144150450825,39,3.87,1.4,393,21.8,25.2,16.25,"4","1","2","9","3","2","0"
"140",6.20834854825105,24,3.37,0.46,78,12,9.05,0,"3","0","4","9","4","1","0"
"141",5.66292575731089,26,4.16,1.09,368,25.1,9.75,10.25,"4","1","4","9","2","3","0"
"142",5.58638686394108,20,2.56,0.36,103,8.4,2.9,42,"2","1","2","9","2","3","0"
"143",6.45728757480404,60,4.88,3.15,474,63.1,12.05,10.75,"3","0","2","9","4","1","0"
"144",5.17275414357269,24,2.56,0.32,114,5.5,3.3,0,"3","0","3","9","2","3","3"
"145",6.43258633242418,31,3.3,0.1,259,12.4,25.05,18.5,"3","1","1","9","2","3","0"
"146",5.25001958114028,61,2.56,1.37,390,5.1,5.35,13,"1","1","2","9","1","3","4"
"147",6.69171146478315,24,3.93,1.13,371,-1,7.8,11.75,"4","0","4","9","3","1","2"
"148",6.17781962497436,66,4.04,3.22,476,31.8,4.2,0,"3","1","4","9","1","4","0"
"149",6.53374523233147,50,3.99,0.86,16,28.5,9.6,21,"3","0","2","9","2","5","0"
"150",6.65469361088064,64,4.58,5.3,526,47.2,18.2,13.75,"2","1","3","9","4","3","1"
"151",4.97348709846075,46,3.33,1.1,369,13.7,9.15,14.25,"3","1","4","9","4","2","4"
"152",6.96312375851169,29,4.23,1.24,380,37.2,6.3,0,"2","1","4","1","3","2","1"
"153",5.09061646141468,69,4.99,0.16,182,72,27.6,12.75,"4","0","1","9","2","3","0"
"154",7.04328784575436,60,4.99,2.09,433,69.4,24.25,37,"4","1","1","9","3","4","0"
"155",6.35442221334938,50,3.89,1.95,426,15.8,4.35,0,"5","0","5","9","4","3","1"
"156",4.89114579469077,73,2.83,0.78,24,7.9,36.7575,19.5,"4","0","2","9","4","3","0"
"157",5.8436313697726,68,3.43,2.09,433,16.5,6.9,32.5,"3","0","2","9","3","2","4"
"158",6.09490071239074,57,3.66,1.95,426,18.9,14.1,4.5,"3","0","4","9","4","2","3"
"159",5.61042372291034,29,4.99,0.12,212,68.6,10.15,0,"2","0","4","9","3","4","4"
"160",4.89114579469077,63,2.83,0.34,107,7.1,12.3,19.5,"5","1","3","9","2","4","3"
"161",6.28144397860845,49,4.09,1.2,378,36.8,18.2,5.75,"4","0","4","9","4","1","0"
"162",5.97296956447174,51,4.8,5.38,527,25.7,7.8,21.5,"2","1","2","2","3","4","0"
"163",5.44669426728905,22,3.47,0.22,153,14.5,3.8,14.25,"5","0","4","9","4","3","4"
"164",5.85087976629411,51,3.76,0.45,81,18.6,34.85,19.75,"2","0","2","9","2","3","0"
"165",6.43112172024429,53,4.96,3.34,480,72,9.45,23.75,"4","1","3","9","2","3","1"
"166",5.31024593741331,75,4.81,0.42,87,59.9,22,42,"5","0","3","9","4","3","2"
"167",4.89114579469077,30,3.47,0.1,299,17.2,5.7,0,"1","1","1","9","3","2","0"
"168",4.89114579469077,65,2.64,0.15,187,7.4,5.8,0,"3","1","1","9","2","3","0"
"169",6.27108294535017,35,2.83,0.23,146,7.9,11.7,9.5,"1","1","4","9","3","5","3"
"170",6.55304982289976,58,4.06,1.81,418,24.3,6.85,6.75,"2","1","2","3","3","1","0"
"171",5.43912224313906,30,3.66,1.1,368,21.7,13,38.5,"5","0","3","9","2","4","1"
"172",6.38627307502762,76,3.85,1.1,368,19.3,19.15,24,"2","0","2","9","4","1","0"
"173",5.77672309905792,62,3.89,0.83,19,26.2,12.95,21.5,"1","0","3","9","2","3","1"
"174",6.92956569324599,27,3.37,0.62,47,13,7.8,20.5,"5","0","3","9","2","3","3"
"175",6.42363649804471,34,3.93,0.32,113,-1,15.95,25.5,"3","0","4","9","2","5","0"
"176",5.2213283250199,76,3,1.41,393,10,18.25,27.75,"1","1","1","9","2","5","0"
"177",6.36996947363336,68,4.3,0.34,108,40.4,11.95,42,"2","1","2","9","1","2","0"
"178",6.58778414719329,37,4.99,4.82,516,72,8.95,41.75,"4","0","4","9","4","1","4"
"179",5.62419799531336,52,4.54,1.44,396,56.7,15.75,11,"4","1","1","9","3","5","0"
"180",5.69295742801737,23,3.04,1.51,400,7.3,8.4,6.5,"1","1","1","1","5","1","0"
"181",6.15661875121742,57,4.8,1.91,424,50.2,12.5,42,"4","0","3","1","1","4","0"
"182",4.89114579469077,40,3.18,0.45,80,-1,10.7,24.75,"4","1","2","9","5","2","0"
"183",5.0461311297811,66,3.97,1.72,413,34.5,13.1,6.25,"2","1","2","9","3","2","1"
"184",6.57036462074087,61,4.03,4.38,507,33.6,10.55,23.75,"1","1","3","9","1","2","0"
"185",6.00480023029301,76,3.26,2.3,442,11.5,18.05,12,"2","0","3","9","1","4","0"
"186",4.89114579469077,75,2.94,0.17,174,8.8,11.2,0,"3","1","1","9","4","2","0"
"187",5.39135223251523,35,3.85,0.7,36,16.9,4.55,0,"4","0","5","1","4","1","1"
"188",5.25848446604631,22,2.94,0.61,50,9.4,2.9,11,"3","0","3","9","5","3","0"
"189",7.04328784575436,73,4.99,4.19,502,68.9,36.7575,23.5,"4","0","2","9","4","1","0"
"190",6.0490964599407,23,2.77,0.1,340,-1,10.2,0,"2","0","2","9","3","2","1"
"191",5.56941263539542,20,3.14,0.1,245,14,16.05,29.75,"2","0","2","2","2","4","0"
"192",4.98381208005238,76,2.56,0.94,16,6.4,30.5,16.75,"3","0","3","9","4","1","2"
"193",4.99714470391376,51,4.3,1.3,385,43.7,16.9,14.5,"5","1","2","9","3","2","0"
"194",5.62589300266149,56,4.86,0.93,16,53.7,6.05,9.75,"2","1","4","9","4","3","2"
"195",6.33068300939722,46,4.03,0.1,294,28.4,8.75,0,"1","1","3","9","1","2","0"
"196",5.85044806813076,69,4.08,2.72,459,31.6,22.95,27.75,"2","0","1","9","5","3","0"
"197",5.86890135468486,38,3.58,0.76,27,14.9,6.85,5.25,"4","1","3","1","4","3","0"
"198",5.08691709225341,52,4.56,6.37150000000001,544.05,47,8.6,14.25,"4","1","4","9","4","3","2"
"199",5.44241771052179,67,3.09,1.04,363,9.7,16.3,36.75,"4","1","1","9","2","5","0"
"200",5.86598635453105,28,3.76,1.17,375,21.8,8.6,13.5,"3","0","3","1","5","3","1"
"201",5.47126176152939,36,3.37,3.61,487,13.1,3.05,34.75,"2","1","4","9","4","3","4"
"202",6.14596516569953,39,3.33,0.45,80,-1,13.45,0,"4","0","3","1","1","3","0"
"203",5.61371187756635,55,3.37,2.28,441,14.7,14.1,13,"2","1","2","9","4","2","0"
"204",5.34896295121693,65,2.89,0.51,67,8.1,11.5,8.25,"3","0","2","9","4","2","0"
"205",4.89114579469077,73,2.64,0.1,336,6.6,20.75,36.25,"5","1","1","9","4","3","0"
"206",6.41007619288603,34,3.58,3.18,475,17.1,12.6,22.25,"3","0","3","9","2","1","0"
"207",7.04328784575436,67,4.99,6.37150000000001,544.05,58.6,11,0,"1","1","4","9","1","4","3"
"208",6.68988529792059,54,4.43,4.84,517,43.5,8.6,0,"5","0","2","2","2","1","0"
"209",5.93919709417151,31,3.47,1.7,412,13.7,13.05,12.5,"3","0","3","9","4","1","4"
"210",5.9211761939898,66,3.09,1.05,363,6.9,7.85,0,"2","1","5","9","1","4","4"
"211",6.76791833379434,51,4.96,2.23,439,72,9.9,23.25,"5","0","4","2","4","1","4"
"212",5.77938456814975,35,3.09,0.1,230,8.3,2.9,4.5,"4","0","4","9","4","1","0"
"213",4.89114579469077,47,3.91,2.64,456,24.3,23.3,10.25,"4","1","3","9","4","2","2"
"214",5.9099833052401,65,3.74,1.48,398,-1,6.05,0,"5","0","3","9","4","1","1"
"215",5.88768611263281,23,2.56,0.13,202,9.7,6.35,0,"5","1","4","1","5","2","1"
"216",5.61009431200386,34,4.01,1.19,376,29.1,12.15,27.25,"5","1","4","1","4","3","3"
"217",5.8673175543651,76,3.14,0.1,232,9.9,36.7575,42,"1","0","1","9","5","3","0"
"218",5.98911178152439,68,2.71,0.1,264,4.2,36.7575,15.25,"1","0","2","9","4","1","0"
"219",4.89114579469077,47,3.81,2.53,452,25.3,4.05,0,"1","0","3","9","4","3","2"
"220",6.60739315337298,33,3,0.85,16,11.6,10.45,0,"5","0","3","1","3","1","0"
"221",5.59459984921899,36,3.87,0.74,30,14.3,8.35,15,"5","0","5","9","3","1","3"
"222",5.89500871129035,32,3.74,1.33,387,19.1,7.75,0,"5","0","3","1","2","4","0"
"223",6.11831743810391,64,3.56,1.62,407,-1,13.3,0,"2","0","3","9","2","1","2"
"224",5.68385183916732,54,3.64,1.18,375,15.9,6.25,42,"1","0","3","9","3","2","1"
"225",5.95682134116441,62,4.19,1.57,404,24.3,10.3,19,"1","1","4","9","4","2","3"
"226",5.41276150093891,20,2.94,0.1,229,8.7,13.35,0,"5","1","2","9","5","3","0"
"227",5.99326292904936,76,2.56,0.1,270,4.2,14.75,0,"1","1","2","9","3","2","0"
"228",5.62163199162852,70,3.04,0.32,115,11.6,16.3,11,"2","0","2","9","4","1","3"
"229",7.04328784575436,42,4.74,2.74,460,70.6,12.35,16.75,"1","0","4","2","4","1","0"
"230",5.43568514084084,69,3.71,1.64,409,16.3,10.4,11,"4","1","1","9","3","4","0"
"231",6.21630665505777,24,3.14,0.98,16,12,4.2,6.75,"2","1","4","2","1","4","2"
"232",5.25952456182888,26,3.04,0.14,200,11.1,2.9,9.5,"3","0","3","1","4","5","4"
"233",6.62225748592095,61,4.7,6.37150000000001,544.05,34.6,18.55,14.25,"1","1","2","9","4","1","1"
"234",5.47365626791411,36,3.37,0.49,70,-1,5.55,0,"2","1","4","9","2","3","1"
"235",6.25992557311265,68,4.62,1.21,378,46.7,7.45,32.25,"2","1","1","9","1","4","0"
"236",5.00676113254766,35,3.09,0.39,94,12,4.05,14.75,"5","0","2","9","4","2","0"
"237",6.72799444074806,55,3.74,1.17,375,24.5,7.4,6.25,"5","1","1","9","2","1","0"
"238",5.5325986622727,49,3.58,2.63,456,17.8,22.45,11.25,"5","1","2","9","2","5","3"
"239",6.064645303816,20,2.94,0.44,81,10.4,7.35,0,"5","0","1","9","4","2","1"
"240",5.29666600379881,25,3.43,1.92,424,17.1,8.3,7,"5","0","4","9","3","2","2"
"241",6.3026372905955,47,4.19,6.37150000000001,544.05,29.4,24.8,12,"4","1","1","9","1","3","2"
"242",5.67091487103058,66,3.14,1.42,394,17.8,33.75,34.5,"4","0","2","9","2","1","0"
"243",5.7798789446275,20,2.71,0.21,156,9.1,14.1,12.5,"3","1","2","9","3","5","3"
"244",5.79389736409846,25,3.04,0.15,190,13.1,5.65,15.75,"1","0","1","9","4","1","1"
"245",6.29338230958642,68,4.99,6.37150000000001,544.05,72,15.25,25.75,"2","1","3","9","3","4","0"
"246",4.91258135362087,61,3.47,0.13,202,-1,4.35,8.5,"2","0","4","9","2","3","3"
"247",6.72398867861545,49,4.99,6.37150000000001,544.05,72,36.7575,38,"1","0","3","9","1","4","4"
"248",6.40397147000519,26,4.41,1.39,392,28.2,2.9,17.75,"5","1","4","9","3","4","4"
"249",6.15045350357549,62,4.99,6.37150000000001,544.05,72,22.7,42,"2","1","2","4","5","3","0"
"250",5.93948680801527,20,2.83,0.46,78,4.5,5.6,20,"5","0","3","9","1","2","0"
"251",6.79315218195738,74,4.13,2.43,448,33.3,36.7575,25.5,"5","1","1","9","4","3","0"
"252",4.89114579469077,30,3.4,3.87,494,10.8,3.8,0,"4","1","3","9","2","3","0"
"253",5.22698246894341,64,2.89,0.37,99,9.2,4.45,16.25,"4","1","1","1","4","5","0"
"254",6.52026760410463,22,3,0.22,150,10.2,2.9,0,"4","0","3","9","1","3","1"
"255",7.04328784575436,30,4.69,1.46,397,52,7.5,35.75,"4","0","4","1","1","2","4"
"256",5.84099043375315,66,4.48,2.62,455,47.8,27.15,23.25,"5","0","1","9","2","3","0"
"257",7.04328784575436,42,3.83,1.3,385,24,28.35,12.75,"3","0","1","1","1","3","4"
"258",6.01381295077174,27,3.09,0.11,224,-1,11.3,29.75,"3","1","1","2","2","3","0"
"259",6.92710682416392,45,4.06,1.16,374,31.7,2.9,0,"4","0","5","9","4","3","3"
"260",5.10090247630643,75,3.33,0.17,176,12.3,4.6,0,"3","1","3","9","3","2","2"
"261",6.16074307892998,43,4.84,0.7,36,42,9.9,18.25,"5","0","4","9","3","2","1"
"262",6.20659608781201,35,3.93,3.41,482,33.2,9,0,"5","1","3","9","1","4","0"
"263",6.09384061372485,31,3.37,0.93,16,15.2,2.9,0,"1","1","2","9","4","2","0"
"264",5.69820025635997,70,4.95,5.64,532,72,24.05,15.25,"4","0","4","9","2","4","1"
"265",6.20415364051833,22,3,0.5,69,8.8,4.9,0,"4","0","4","9","4","1","3"
"266",7.04328784575436,69,4.16,2.53,452,-1,36.7575,22.75,"5","0","4","9","1","2","3"
"267",6.05718206046101,42,3.4,1.13,372,11.5,7.3,13.5,"5","0","4","9","2","4","4"
"268",5.04593808579864,57,2.94,0.1,316,7.3,2.9,0,"5","1","1","9","5","3","0"
"269",6.10733464315039,43,3.09,1.45,396,14.3,6.55,13.75,"3","0","4","9","1","3","1"
"270",4.89462568498901,56,4.37,6.07,539,-1,4.65,0,"1","1","2","1","4","2","0"
"271",6.0109239782642,65,4.01,5.96,537,31.5,17.8,23.75,"2","1","2","9","2","3","1"
"272",6.55497274975875,66,4.99,3.7,490,72,36.7575,42,"5","1","2","9","1","4","0"
"273",7.04328784575436,42,4.39,3.66,489,-1,7.55,0,"4","0","2","9","1","3","0"
"274",5.59816266612562,76,2.83,0.64,44,8.1,4.35,12.75,"3","1","3","9","2","5","0"
"275",5.37412032996354,24,3.4,0.37,98,12.8,9.2,0,"1","1","3","9","3","2","1"
"276",5.73824831153748,68,2.56,0.28,128,4.6,6.05,0,"2","1","2","9","2","1","0"
"277",5.8553870587881,23,3.26,0.35,105,11.2,31.65,21,"3","1","3","9","1","3","3"
"278",5.56830633509375,22,3.14,0.81,21,10.8,3,42,"5","1","1","9","2","4","1"
